,FECHA,HORA,PLACA_DETECTADA,PLACA_CORREGIDA,ESTADO,MOTIVO DE RECHAZO
38,9/10/2020,6:53:38,RDC60D,RDC60D,Aprobado,
39,9/10/2020,6:53:52,WFZ30D,MFZ30D,Aprobado,
40,9/10/2020,6:53:53,RSO46C,RSO45C,Aprobado,
41,9/10/2020,6:54:06,SRO14,,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
42,9/10/2020,6:55:49,AHV87V,SAS87E,Aprobado,
43,9/10/2020,7:00:07,FRF38E,FRF38E,Aprobado,
44,9/10/2020,7:01:41,ERD20D,EKN20D,Aprobado,
45,9/10/2020,7:01:43,EVI523,CVI523,Aprobado,
46,9/10/2020,7:01:55,YCS51D,YCM51D,Aprobado,
47,9/10/2020,7:07:00,KDU757,KDN757,Aprobado,
48,9/10/2020,7:07:57,SDK79,SDK79B,Aprobado,
49,9/10/2020,7:10:53,SSD81,SSD81E,Aprobado,
50,9/10/2020,7:13:04,ASC79D,ASD79D,Aprobado,
51,9/10/2020,7:13:10,STT78E,STT78E,Aprobado,
52,9/10/2020,7:13:28,ALB92B,MLB92B,Aprobado,
53,9/10/2020,7:15:23,ZDH01E,ZUH01E,Aprobado,
54,9/10/2020,7:15:49,CBR130,CBR13D,Aprobado,
55,9/10/2020,7:17:49,BVA24,BVA24E,Aprobado,
56,9/10/2020,7:18:12,SNA53,SNA543,Aprobado,
57,9/10/2020,7:19:48,LFD53D,LFN53D,Aprobado,
58,9/10/2020,7:20:08,KQM37C,KQM37C,Aprobado,
59,9/10/2020,7:23:00,ICB97E,IKB97E,Aprobado,
60,9/10/2020,7:24:07,LFX35,,Rechazado,CAPTURA DE IMAGEN A DIFERENTE VEHÍCULO
61,9/10/2020,7:26:44,MMM806,MND806,Aprobado,
62,9/10/2020,7:28:32,ZTM35C,ZTD35C,Aprobado,
63,9/10/2020,7:29:59,SME85,SME085,Aprobado,
64,9/10/2020,7:32:21,JJF14,JJF14D,Aprobado,
65,9/10/2020,7:32:42,XDP36A,XOP36A,Aprobado,
66,9/10/2020,7:35:09,LIY70,LIY270,Aprobado,
67,9/10/2020,7:35:16,DAG26,DAG28D,Aprobado,
68,9/10/2020,7:35:18,TAE63,TAE647,Aprobado,
69,9/10/2020,7:36:54,UTD106,UTN10E,Aprobado,
70,9/10/2020,7:37:27,RWM68E,RMM68E,Aprobado,
71,9/10/2020,7:39:07,AZV15,XDV15C,Aprobado,
72,9/10/2020,7:39:24,RTU76C,RTS75C,Aprobado,
73,9/10/2020,7:43:41,LVY57,LVY57D,Aprobado,
74,9/10/2020,7:48:16,DSE695,DSE695,Aprobado,
75,9/10/2020,7:50:09,KHQ331,KHQ331,Aprobado,
76,9/10/2020,7:53:13,CBB48B,LBB48B,Aprobado,
77,9/10/2020,7:53:31,IIF96D,JIF96D,Aprobado,
78,9/10/2020,7:56:05,RGU01D,RGN01D,Aprobado,
79,9/10/2020,7:56:18,CRD26F,CKN26F,Aprobado,
80,9/10/2020,7:56:39,BLE638,DLE638,Aprobado,
81,9/10/2020,7:58:09,EHA51B,EHA518,Aprobado,
82,9/10/2020,7:58:34,KCC39E,KXD39E,Aprobado,
83,9/10/2020,7:58:35,LVZ99B,PLZ99B,Aprobado,
84,9/10/2020,7:59:05,LYX17,LYX417,Aprobado,
85,9/10/2020,7:59:17,DHD26E,WHN26E,Aprobado,
86,9/10/2020,8:02:34,ERT53F,ERT33F,Aprobado,
87,9/10/2020,8:03:04,EZX96B,EZX98E,Aprobado,
88,9/10/2020,8:03:08,BTD80E,BTD80E,Aprobado,
89,9/10/2020,8:07:48,JPP38D,JPP36D,Aprobado,
90,9/10/2020,8:09:13,CPG84,CPG84E,Aprobado,
91,9/10/2020,8:11:45,TMS13,TMS138,Aprobado,
92,9/10/2020,8:11:46,BRZ79,BRZ79E,Aprobado,
93,9/10/2020,8:13:57,ZXH16D,ZXH18D,Aprobado,
94,9/10/2020,8:18:12,GLU43U,GLU43U,Aprobado,
95,9/10/2020,8:19:44,CBK750,CBK75D,Aprobado,
96,9/10/2020,8:26:46,GDM31E,GOM1E,Aprobado,
97,9/10/2020,8:28:53,BNK742,BMM742,Aprobado,
98,9/10/2020,8:33:20,WGW45E,KGF45E,Aprobado,
99,9/10/2020,8:35:21,LVP40C,LVP40D,Aprobado,
100,9/10/2020,8:37:10,LLG10,LLG10E,Aprobado,
101,9/10/2020,8:37:18,SRT51,SRT51D,Aprobado,
102,9/10/2020,8:38:12,IEE03,MEE034,Aprobado,
103,9/10/2020,8:39:40,WCB94C,KCB94C,Aprobado,
104,9/10/2020,8:41:52,RRF66C,RRF56C,Aprobado,
105,9/10/2020,8:42:00,LVG68B,LVG68B,Aprobado,
106,9/10/2020,8:44:48,MDM562,MOM562,Aprobado,
107,9/10/2020,8:46:41,TTN235,TTN235,Aprobado,
108,9/10/2020,8:49:46,SRS04,SRS04E,Aprobado,
109,9/10/2020,8:50:41,GED59C,GEN59C,Aprobado,
110,9/10/2020,8:55:15,MNR50,MNR505,Aprobado,
111,9/10/2020,8:57:12,DFH10,,Rechazado,CAPTURA DE IMAGEN A DIFERENTE VEHÍCULO
112,9/10/2020,8:59:21,PFS65,PFS65B,Aprobado,
113,9/10/2020,8:59:22,JAB29,JAB23E,Aprobado,
114,9/10/2020,9:00:43,YRR46,IHR45E,Aprobado,
115,9/10/2020,9:03:33,YDS97D,,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
116,9/10/2020,9:05:41,STT43,STT46E,Aprobado,
117,9/10/2020,9:05:55,DRR63E,DRR66E,Aprobado,
118,9/10/2020,9:07:35,LAW33,LAW334,Aprobado,
119,9/10/2020,9:11:28,ATF48,ATF48D,Aprobado,
120,9/10/2020,9:12:18,LFE61,LFE81D,Aprobado,
121,9/10/2020,9:12:19,WFS86,MHU86U,Aprobado,
122,9/10/2020,9:12:31,SMM909,SND909,Aprobado,
123,9/10/2020,9:29:35,REU13D,RES13D,Aprobado,
124,9/10/2020,9:34:15,BHD308,DHD308,Aprobado,
125,9/10/2020,9:36:36,RAE58C,KAE58C,Aprobado,
126,9/10/2020,9:38:53,RDN084,NDN084,Aprobado,
127,9/10/2020,9:39:01,IKB78E,IKB78E,Aprobado,
128,9/10/2020,9:41:01,LUU03C,LUU03D,Aprobado,
129,9/10/2020,9:42:47,T0089,TQY89E,Aprobado,
130,9/10/2020,9:43:02,BDM175,BDM175,Aprobado,
131,9/10/2020,9:44:57,HMT014,HMT014,Aprobado,
132,9/10/2020,9:51:15,UXU29E,UXU29E,Aprobado,
133,9/10/2020,9:53:24,FYN61B,FYN01B,Aprobado,
134,9/10/2020,9:53:34,UGO892,UGO982,Aprobado,
135,9/10/2020,10:00:06,LIX51,LIX513,Aprobado,
136,9/10/2020,10:01:59,RCG37E,RLB37E,Aprobado,
137,9/10/2020,10:12:21,ELR200,ELR20D,Aprobado,
138,9/10/2020,10:15:14,LIP29,DID29E,Aprobado,
139,9/10/2020,10:19:57,EWR111,EWR111,Aprobado,
140,9/10/2020,10:26:23,PIE72,PIE72E,Aprobado,
141,9/10/2020,10:34:43,XEM08C,XED08C,Aprobado,
142,9/10/2020,10:34:58,BYM85,BYM857,Aprobado,
143,9/10/2020,10:37:07,LAS69,LAS679,Aprobado,
144,9/10/2020,10:42:37,WEW42W,MEW42W,Aprobado,
145,9/10/2020,10:43:24,ETX57E,EIX57E,Aprobado,
146,9/10/2020,10:44:32,RKM19A,RKM19A,Aprobado,
147,9/10/2020,10:44:54,LSP05,LSP05F,Aprobado,
148,9/10/2020,10:50:04,JVZ86E,JVZ85E,Aprobado,
149,9/10/2020,10:52:14,HZH162,HZH162,Aprobado,
150,9/10/2020,11:05:22,ZCM61D,ZWM61D,Aprobado,
151,9/10/2020,11:11:56,CLT40,CLT40F,Aprobado,
152,9/10/2020,11:12:02,NPO11,NPO11E,Aprobado,
153,9/10/2020,11:20:18,KVU72C,KVM72C,Aprobado,
154,9/10/2020,11:29:14,ZNK55D,ZWK55D,Aprobado,
155,9/10/2020,11:30:17,DJM282,DJM282,Aprobado,
156,9/10/2020,11:31:24,LZW17B,LUW17B,Aprobado,
157,9/10/2020,11:34:48,CRV98D,DRV98D,Aprobado,
158,9/10/2020,11:37:30,NKC62E,NKC62E,Aprobado,
159,9/10/2020,11:43:27,FMV43,FMV46,Aprobado,
160,9/10/2020,11:44:14,NFP92D,MFP92D,Aprobado,
161,9/10/2020,11:51:05,HRV26C,HHV26C,Aprobado,
162,9/10/2020,11:54:49,WCT77C,KCT77C,Aprobado,
163,9/10/2020,12:00:47,ANT212,MNT212,Aprobado,
164,9/10/2020,12:04:29,TPO11,TPO115,Aprobado,
165,9/10/2020,12:07:35,RYA17C,NYA17C,Aprobado,
166,9/10/2020,12:08:19,NFT48D,MFT48D,Aprobado,
167,9/10/2020,12:10:02,HCQ63D,HCQ83D,Aprobado,
168,9/10/2020,12:14:14,KZW17,KZW17E,Aprobado,
169,9/10/2020,12:14:18,BTQ88B,,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
170,9/10/2020,12:18:19,WCM89,WCM895,Aprobado,
171,9/10/2020,12:23:21,MNB541,MNB540,Aprobado,
172,9/10/2020,12:25:05,KXT76E,KXT76E,Aprobado,
173,9/10/2020,12:25:08,YYM78D,YYD78D,Aprobado,
174,9/10/2020,12:31:23,TTI11,,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
175,9/10/2020,12:33:03,DSD87F,DSN87F,Aprobado,
176,9/10/2020,12:33:55,CCG17,,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
177,9/10/2020,12:36:04,VRB41D,WRB41D,Aprobado,
178,9/10/2020,12:36:22,ZWB37C,ZMB37C,Aprobado,
179,9/10/2020,12:39:09,UAU711,FAN711,Aprobado,
180,9/10/2020,12:39:18,TTN65,TTN650,Aprobado,
181,9/10/2020,12:40:33,WDA89D,MDA89D,Aprobado,
182,9/10/2020,12:42:30,AEK87D,MEK87D,Aprobado,
183,9/10/2020,12:44:44,CJE86,CJE86B,Aprobado,
184,9/10/2020,12:49:41,MEC92D,MEP92D,Aprobado,
185,9/10/2020,12:52:45,LEU13,,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
186,9/10/2020,1:06:06,SSW33W,SSW33W,Aprobado,
187,9/10/2020,1:08:25,TLT91F,TLT91F,Aprobado,
188,9/10/2020,1:08:54,IAF544,IAF544,Aprobado,
189,9/10/2020,1:19:47,GXV77D,GXV97D,Aprobado,
190,9/10/2020,1:23:48,MVG61D,MVM61D,Aprobado,
191,9/10/2020,1:36:33,URD60E,URN60E,Aprobado,
192,9/10/2020,1:36:44,RZS78E,KZS78E,Aprobado,
193,9/10/2020,1:40:59,BXV39,IBD59E,Aprobado,
194,9/10/2020,1:47:38,IZE30C,IZE30C,Aprobado,
195,9/10/2020,1:50:03,YCP41D,YCD41D,Aprobado,
196,9/10/2020,1:56:15,RUA28C,RUA26C,Aprobado,
197,9/10/2020,1:56:59,BGZ26,BGZ28B,Aprobado,
198,9/10/2020,1:59:23,PPE31C,PPE31C,Aprobado,
199,9/10/2020,2:00:26,IHE42C,IHM42C,Aprobado,
200,9/10/2020,2:00:36,JCC28E,JDD28E,Aprobado,
201,9/10/2020,2:05:04,RRT59C,RHT59C,Aprobado,
202,9/10/2020,2:05:24,RDC60D,RDC60D,Aprobado,
203,9/10/2020,2:06:39,JZT30C,UZT30C,Aprobado,
204,9/10/2020,2:09:08,HPP64,HPP64E,Aprobado,
205,9/10/2020,2:16:12,ZAQ94C,ZAQ94C,Aprobado,
206,9/10/2020,2:19:12,CAA53E,CAA56E,Aprobado,
207,9/10/2020,2:19:35,CFB69E,CFB69E,Aprobado,
208,9/10/2020,2:22:09,XTX59,XTX59E,Aprobado,
209,9/10/2020,2:22:18,RGP205,RGP205,Aprobado,
210,9/10/2020,2:22:20,JTO60E,UTO60E,Aprobado,
211,9/10/2020,2:28:05,DHD81,DHN81F,Aprobado,
212,9/10/2020,2:31:12,MIA350,MIA350,Aprobado,
213,9/10/2020,2:37:18,RXR55D,RWR55D,Aprobado,
214,9/10/2020,2:52:29,BDB885,BDB885,Aprobado,
215,9/10/2020,2:54:22,FBE664,FVY669,Aprobado,
216,9/10/2020,2:57:14,LVV439,LVV439,Aprobado,
217,9/10/2020,2:57:21,ZSZ06,WSZ06E,Aprobado,
218,9/10/2020,3:00:36,RMW48A,RMW48A,Aprobado,
219,9/10/2020,3:01:05,RYW08E,KYW08E,Aprobado,
220,9/10/2020,3:06:22,CSY221,CSY221,Aprobado,
221,9/10/2020,3:07:04,GRN05,GRN505,Aprobado,
222,9/10/2020,3:09:32,CVH44B,LVH44B,Aprobado,
223,9/10/2020,3:09:54,VBG79,VBG79C,Aprobado,
224,9/10/2020,3:18:41,CBN85C,CBD865,Aprobado,
225,9/10/2020,3:18:48,MMM225,MMM223,Aprobado,
226,9/10/2020,3:23:15,WDB430,WDB430,Aprobado,
227,9/10/2020,3:25:11,TAR751,TAR751,Aprobado,
228,9/10/2020,3:32:19,UGO892,UGO892,Aprobado,
229,9/10/2020,3:34:06,DTM66,UTM56E,Aprobado,
230,9/10/2020,3:36:25,JGX50,JTT750,Aprobado,
231,9/10/2020,3:38:17,ERA46F,ERA45F,Aprobado,
232,9/10/2020,3:42:24,FCO731,FCF731,Aprobado,
233,9/10/2020,3:44:31,GLV241,FGO24D,Aprobado,
234,9/10/2020,3:45:03,MND353,MND353,Aprobado,
235,9/10/2020,3:51:00,SNW18,SNF181,Aprobado,
236,9/10/2020,3:53:23,BLB498,BLB498,Aprobado,
237,9/10/2020,3:53:48,TUM57E,TUM575,Aprobado,
238,9/10/2020,3:57:45,KAS905,KAM905,Aprobado,
239,9/10/2020,3:57:54,SZM576,CZM576,Aprobado,
240,9/10/2020,4:00:05,SLC94D,SLP94D,Aprobado,
241,9/10/2020,4:04:39,VTW66W,VTL66D,Aprobado,
242,9/10/2020,4:05:11,ZXH730,ZXH73D,Aprobado,
243,9/10/2020,4:06:35,MLV16V,MLV165,Aprobado,
244,9/10/2020,4:10:45,BFX11,BFX11B,Aprobado,
245,9/10/2020,4:10:46,JCR26,JCR896,Aprobado,
246,9/10/2020,4:11:09,HYA21,HYA212,Aprobado,
247,9/10/2020,4:16:46,SKC060,SWC060,Aprobado,
248,9/10/2020,4:20:30,XTW91,XTW91E,Aprobado,
249,9/10/2020,4:23:45,GXZ44D,GXZ46D,Aprobado,
250,9/10/2020,4:25:38,ITZ72C,ITZ72C,Aprobado,
251,9/10/2020,4:27:06,DRZ91C,DRZ91E,Aprobado,
252,9/10/2020,4:27:52,XCB40,KCB40B,Aprobado,
253,9/10/2020,4:28:01,TDH70E,TOH70E,Aprobado,
254,9/10/2020,4:30:00,FHT448,FHT440,Aprobado,
255,9/10/2020,4:30:21,MJP11,MJP141,Aprobado,
256,9/10/2020,4:32:20,NJN77D,WJN77D,Aprobado,
257,9/10/2020,4:36:35,AIS23E,AIS23E,Aprobado,
258,9/10/2020,4:36:44,KIA71,KIA571,Aprobado,
259,9/10/2020,4:38:32,YZD65C,YZN65C,Aprobado,
260,9/10/2020,4:38:44,ITO30C,WTO30C,Aprobado,
261,9/10/2020,4:38:51,XAA14E,XAA14E,Aprobado,
262,9/10/2020,4:41:21,CWZ13F,CMZ13F,Aprobado,
263,9/10/2020,4:43:01,BWR77D,BWR77D,Aprobado,
264,9/10/2020,4:45:09,GDK97E,GOK97E,Aprobado,
265,9/10/2020,4:45:10,JGG71,JGG71E,Aprobado,
266,9/10/2020,4:47:48,PEP26,PEP26B,Aprobado,
267,9/10/2020,4:49:34,XQG92C,KQG92C,Aprobado,
268,9/10/2020,4:56:42,SRC57,SRC57D,Aprobado,
269,9/10/2020,4:58:25,BRD50F,BRN50F,Aprobado,
270,9/10/2020,5:02:17,ZTX70,ATA70E,Aprobado,
271,9/10/2020,5:09:16,SRQ03,SRQ03D,Aprobado,
272,9/10/2020,5:11:49,BXO61E,BWO61E,Aprobado,
273,9/10/2020,5:18:06,HCT76D,HCT75D,Aprobado,
274,9/10/2020,5:20:31,IZS165,IZM165,Aprobado,
275,9/10/2020,5:20:41,FBC568,FBC560,Aprobado,
276,9/10/2020,5:22:01,BJK268,DJK268,Aprobado,
277,9/10/2020,5:22:34,NNN540,NNN340,Aprobado,
278,9/10/2020,5:23:34,XVO89,XVO895,Aprobado,
279,9/10/2020,5:24:00,LJP61,XLP61E,Aprobado,
280,9/10/2020,5:24:22,SVU78D,SVS78D,Aprobado,
281,9/10/2020,5:26:19,IUK28C,IUY28C,Aprobado,
282,9/10/2020,5:29:08,HCP04,HCP04D,Aprobado,
283,9/10/2020,5:30:57,ALG79C,AWG79C,Aprobado,
284,9/10/2020,5:33:31,HPP43,HPP433,Aprobado,
285,9/10/2020,5:34:47,MGK09B,MMT09B,Aprobado,
286,9/10/2020,5:35:43,EVH177,,Rechazado,VEHÍCULO HALADO POR GRÚA
287,9/10/2020,5:35:46,TAA41D,IAA410,Aprobado,
288,9/10/2020,5:36:19,ZJZ90D,ZUZ90D,Aprobado,
289,9/10/2020,5:37:12,ZPH61,ZPH51,Aprobado,
290,9/10/2020,5:37:33,UAU30E,FAL305,Aprobado,
291,9/10/2020,5:37:44,PEX16,PEX16E,Aprobado,
292,9/10/2020,5:40:30,JPP24,JPP926,Aprobado,
293,9/10/2020,5:40:44,BWE051,BWE050,Aprobado,
294,9/10/2020,5:40:45,EFQ66E,EFQ66E,Aprobado,
295,9/10/2020,5:40:56,BEC731,DEC731,Rechazado,IMAGEN BORROSA
296,9/10/2020,5:41:10,IYI65,IYI565,Rechazado,IMAGEN BORROSA
297,9/10/2020,5:41:36,CPQ77,CPQ77D,Rechazado,IMAGEN BORROSA
298,9/10/2020,5:43:29,MBG45C,KSR45C,Rechazado,IMAGEN BORROSA
299,9/10/2020,5:43:39,KHT42,KHT427,Rechazado,IMAGEN BORROSA
300,9/10/2020,5:43:39,HCH44D,HQH44D,Rechazado,IMAGEN BORROSA
301,9/10/2020,5:43:42,LFW44W,LFL44D,Rechazado,IMAGEN BORROSA
302,9/10/2020,5:43:51,GNX001,GNO001,Rechazado,IMAGEN BORROSA
303,9/10/2020,5:44:31,WSR02C,MSR02C,Aprobado,
304,9/10/2020,5:46:25,UAT33E,ATT33E,Aprobado,
305,9/10/2020,5:46:29,FGN20B,FGN208,Aprobado,
306,9/10/2020,5:48:13,RAP120,RAD12,Aprobado,
307,9/10/2020,5:48:34,FWV23,FMV23,Aprobado,
308,9/10/2020,5:50:05,LBX20,LBX20E,Rechazado,IMAGEN BORROSA
309,9/10/2020,5:52:58,XSF22,MSF262,Aprobado,
310,9/10/2020,5:54:57,FMR04B,PMR04B,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
311,9/10/2020,5:55:15,TTK15E,TKK15E,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
312,9/10/2020,5:59:20,YWK76A,YMK76A,Aprobado,
313,9/10/2020,5:59:24,IHG108,IHG108,Aprobado,
314,9/10/2020,5:59:28,HPR81,HPR81E,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
315,9/10/2020,6:01:10,XCF81D,WCF81D,Aprobado,
316,9/10/2020,6:01:18,SCS258,MSL258,Aprobado,
317,9/10/2020,6:03:12,CNS79,KCM79C,Aprobado,
318,9/10/2020,6:03:33,RIW67,,Rechazado,PLACA CUBIERTA
319,9/10/2020,6:07:04,ITC399,ITC499,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
320,9/10/2020,6:07:47,KIK33E,KIS33E,Aprobado,
321,9/10/2020,6:08:38,STY456,STY456,Aprobado,
322,9/10/2020,6:09:43,DAV26D,DAV25D,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
323,9/10/2020,6:09:44,CPC61,CPC61E,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
324,9/10/2020,6:12:15,BRR25,BRR299,Aprobado,
325,9/10/2020,6:14:09,WTS62C,MTS62C,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
326,9/10/2020,6:14:35,IAA421,IAA421,Aprobado,
327,9/10/2020,6:17:39,PYA86E,RYA86ER,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
328,9/10/2020,6:18:52,KZR61,KZR61E,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
329,9/10/2020,6:18:55,MCP31D,HCP31D,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
330,9/10/2020,6:19:02,XCS41C,KCM41C,Aprobado,
331,9/10/2020,6:19:03,TTU20,XTU20E,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
332,9/10/2020,6:19:04,EHK76E,EHK75E,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
333,9/10/2020,6:19:26,PWZ13E,PMZ13E,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
334,9/10/2020,6:19:55,KKI789,KKI789,Aprobado,
335,9/10/2020,6:20:05,WJM29D,DJD29D,Aprobado,
336,9/10/2020,6:20:40,IYR86,IYR861,Aprobado,
337,9/10/2020,6:20:44,FSR83,TSR583,Aprobado,
338,9/10/2020,6:20:45,CLH23,CLH223,Aprobado,
339,9/10/2020,6:23:03,NGG26E,VGG26E,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
340,9/10/2020,6:24:01,DAS74C,DAS74D,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
341,9/10/2020,6:24:17,ZCT65D,ZWT65D,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
342,9/10/2020,6:26:35,CGY19,CGY919,Aprobado,
343,9/10/2020,6:27:36,TMA07,TMA407,Aprobado,
344,9/10/2020,6:29:18,VXA83,VKA83D,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
345,9/10/2020,6:29:46,MVW36,SME036,Aprobado,
346,9/10/2020,6:31:29,BFB43F,BPB43F,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
347,9/10/2020,6:33:01,PBN36,HBN686,Aprobado,
348,9/10/2020,6:35:00,BAP94E,BWP94E,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
349,9/10/2020,6:36:14,HPP82,HPP782,Aprobado,
350,9/10/2020,6:38:23,BSM391,DSM391,Aprobado,
351,9/10/2020,6:39:53,JMW19,JMW19F,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
352,9/10/2020,6:42:10,XSV56C,KSV56C,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
353,9/10/2020,6:42:24,DCP08D,QCP08D,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
354,9/10/2020,6:44:24,XTK92E,ZTS92E,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
355,9/10/2020,6:52:16,SGG31D,SUG31D,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
356,9/10/2020,6:53:01,XLP74D,WLP74D,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
357,9/10/2020,6:53:02,PWC20B,PMD20B,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
358,9/10/2020,6:59:28,PKR088,PKR08B,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
359,9/10/2020,6:59:44,BPF10,BPF10F,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
360,9/10/2020,7:01:55,FYV42B,FVV42B,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
361,9/10/2020,7:13:52,VKS56D,VKS55D,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
362,9/10/2020,7:14:42,ZAG04D,ZAG06D,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
363,9/10/2020,7:14:59,BYP66E,BVP66E,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
364,9/10/2020,7:16:43,YCF18,YCF18E,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
365,9/10/2020,7:19:11,ASV60D,ASV80D,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
366,9/10/2020,7:20:16,RRB88C,KRB88C,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
367,9/10/2020,7:25:42,JJP11,JJP511,Aprobado,
368,9/10/2020,7:26:55,JTA60,JTA20B,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
369,9/10/2020,7:27:04,GCR98,CGR98E,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
370,9/10/2020,7:27:37,GLW46F,GLW46F,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
371,9/10/2020,7:30:11,DBA74F,DBA74F,Aprobado,
372,9/10/2020,7:38:46,REK68,REK68D,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
373,9/10/2020,7:40:37,LLP37C,WLP37D,Rechazado,IMAGEN CON FALTA DE ILUMINACIÓN
374,9/10/2020,7:42:48,SJS82,TSQ824,Aprobado,
375,9/10/2020,7:45:11,FBA93C,FBA930,Aprobado,
376,9/10/2020,7:45:16,SFW92,USU092,Aprobado,
